method,agent,dataset,metric,score,signed_error,mlp_signed_error,improvement_over_mlp_pct,win,n_eval_seeds
mlp-ablation-codex-2,codex,tabarena/QSAR_fish_toxicity,rmse,0.9447737356087619,0.9447737356087619,0.9893361149070327,4.504270957748094,True,15
mlp-ablation-codex-2,codex,tabarena/airfoil_self_noise,rmse,1.129344310932372,1.129344310932372,1.2110694673510904,6.748180729671245,True,15
mlp-ablation-codex-2,codex,tabarena/bank-marketing,roc_auc,0.7691028126440805,-0.7691028126440805,-0.772597928974865,-0.452384895131939,False,15
mlp-ablation-codex-2,codex,tabarena/concrete_compressive_strength,rmse,4.911881364155926,4.911881364155926,4.857363320205275,-1.1223793724441224,False,15
mlp-ablation-codex-2,codex,tabarena/credit_card_clients_default,roc_auc,0.7857558772665509,-0.7857558772665509,-0.7848946099670193,0.10973031138127073,True,15
mlp-ablation-codex-2,codex,tabarena/customer_satisfaction_in_airline,roc_auc,0.9947388514084711,-0.9947388514084711,-0.9940755362880551,0.06672683274078103,True,15
mlp-ablation-codex-2,codex,tabarena/diabetes,roc_auc,0.844350736278447,-0.844350736278447,-0.8109638554216868,4.116938212912046,True,15
mlp-ablation-codex-2,codex,tabarena/healthcare_insurance_expenses,rmse,4246.126638383485,4246.126638383485,4315.395301874683,1.6051522200319954,True,15
mlp-ablation-codex-2,codex,tabarena/heloc,roc_auc,0.7968179550903006,-0.7968179550903006,-0.7952612444544058,0.19574833386515517,True,15
mlp-ablation-codex-2,codex,tabarena/in_vehicle_coupon_recommendation,roc_auc,0.8257661603224645,-0.8257661603224645,-0.8244837505838222,0.15554093549257597,True,15
mlp-ablation-codex-2,codex,tabarena/jm1,roc_auc,0.7288702848775732,-0.7288702848775732,-0.7311169934048877,-0.30729808602195136,False,15
mlp-ablation-codex-2,codex,tabarena/kddcup09_appetency,roc_auc,0.8121343345900462,-0.8121343345900462,-0.814647705590487,-0.30852244266974466,False,15
mlp-ablation-codex-2,codex,tabarena/miami_housing,rmse,87632.00631868954,87632.00631868954,88228.98714354676,0.6766266327935364,True,15
mlp-ablation-codex-2,codex,tabarena/online_shoppers_intention,roc_auc,0.9234418845475646,-0.9234418845475646,-0.9245351964699734,-0.11825530564798889,False,15
mlp-ablation-codex-2,codex,tabarena/physiochemical_protein,rmse,3.4662827424724516,3.4662827424724516,3.5443040527268708,2.2013153807837713,True,15
mlp-ablation-codex-2,codex,tabarena/polish_companies_bankruptcy,roc_auc,0.9501635768811343,-0.9501635768811343,-0.9227513524493767,2.9707054190702458,True,15
mlp-ablation-codex-2,codex,tabarena/qsar-biodeg,roc_auc,0.9159098832666115,-0.9159098832666115,-0.9140885538764861,0.19925086933879946,True,15
mlp-ablation-codex-2,codex,tabarena/splice,log_loss,0.09243284642736237,0.09243284642736237,0.11485724697975296,19.52371412519017,True,15
mlp-ablation-codex-2,codex,tabarena/taiwanese_bankruptcy_prediction,roc_auc,0.9368007471980074,-0.9368007471980074,-0.9366371938563719,0.017461760296123383,True,15
mlp-ablation-codex-2,codex,tabarena/wine_quality,rmse,0.6521414381713616,0.6521414381713616,0.6746404008927277,3.3349563251169085,True,15
mlp-ablation-codex-2,codex,tabred/cooking-time,rmse,0.4816094614275354,0.4816094614275354,0.48083656988617224,-0.16073892664739284,False,15
mlp-ablation-codex-2,codex,tabred/delivery-eta,rmse,0.5496451744130181,0.5496451744130181,0.5528911100966802,0.5870840793758767,True,15
mlp-ablation-codex-2,codex,tabred/ecom-offers,roc_auc,0.5955469570080214,-0.5955469570080214,-0.5966655160573497,-0.18746835860727462,False,15
mlp-ablation-codex-2,codex,tabred/homecredit-default,roc_auc,0.8612729939816492,-0.8612729939816492,-0.8587498886574522,0.2938114295585694,True,15
mlp-ablation-codex-2,codex,tabred/homesite-insurance,roc_auc,0.9634310277100885,-0.9634310277100885,-0.9599366860258388,0.36401793317393966,True,15
mlp-ablation-codex-2,codex,tabred/maps-routing,rmse,0.16208168990074412,0.16208168990074412,0.1617580105826493,-0.20010095137108502,False,15
mlp-ablation-codex-2,codex,tabred/sberbank-housing,rmse,0.23689935450331173,0.23689935450331173,0.24055852033434738,1.521112545067973,True,15
mlp-ablation-codex-2,codex,tabred/weather,rmse,1.4984367172821054,1.4984367172821054,1.52121138850946,1.497140463145634,True,15
mlp-ablation-codex-3,codex,black-friday,rmse,3465.6844204399176,3465.6844204399176,3472.8161929578873,0.2053599189162781,True,15
mlp-ablation-codex-3,codex,california,rmse,0.45185857143144165,0.45185857143144165,0.4535039941302183,0.3628243014556982,True,15
mlp-ablation-codex-3,codex,churn,accuracy,0.8593666666666667,-0.8593666666666667,-0.8611000000000001,-0.20129291990864756,False,15
mlp-ablation-codex-3,codex,diamond,rmse,518.5455017881721,518.5455017881721,525.7104401100161,1.3629058461050354,True,15
mlp-ablation-codex-3,codex,house,rmse,31066.755846232252,31066.755846232252,30996.873974200866,-0.22544812773555895,False,15
mlp-ablation-codex-3,codex,microsoft,rmse,0.7459339583320175,0.7459339583320175,0.7465393669974093,0.08109534368251575,True,15
mlp-ablation-codex-3,codex,tabarena/APSFailure,roc_auc,0.9866988333096126,-0.9866988333096126,-0.9921826999923364,-0.552707347423633,False,15
mlp-ablation-codex-3,codex,tabarena/Amazon_employee_access,roc_auc,0.8342956874775264,-0.8342956874775264,-0.8329680198625075,0.15938998657332018,True,15
mlp-ablation-codex-3,codex,tabarena/Another-Dataset-on-used-Fiat-500,rmse,718.5515978915228,718.5515978915228,738.2305336726607,2.6656897653956717,True,15
mlp-ablation-codex-3,codex,tabarena/Bioresponse,roc_auc,0.849650959860384,-0.849650959860384,-0.8530184078346984,-0.39476850011506304,False,15
mlp-ablation-codex-3,codex,tabarena/Diabetes130US,roc_auc,0.6682237920762237,-0.6682237920762237,-0.6663411569488525,0.2825332200687852,True,15
mlp-ablation-codex-3,codex,tabarena/E-CommereShippingData,roc_auc,0.7415097058596916,-0.7415097058596916,-0.7406073717810057,0.12183703714911333,True,15
mlp-ablation-codex-3,codex,tabarena/Food_Delivery_Time,rmse,7.4715991317604145,7.4715991317604145,7.6183763471775,1.9266206961731955,True,15
mlp-ablation-codex-3,codex,tabarena/GiveMeSomeCredit,roc_auc,0.869491556510918,-0.869491556510918,-0.870164148292668,-0.07729481650900258,False,15
mlp-ablation-codex-3,codex,tabarena/HR_Analytics_Job_Change_of_Data_Scientists,roc_auc,0.8094917161597166,-0.8094917161597166,-0.8091087171708914,0.047335911812246445,True,15
mlp-ablation-codex-3,codex,tabarena/NATICUSdroid,roc_auc,0.9843667004581828,-0.9843667004581828,-0.9850543742624261,-0.06981074570206337,False,15
mlp-ablation-codex-3,codex,tabarena/QSAR-TID-11,rmse,0.8695162644863622,0.8695162644863622,0.888506242316538,2.137292562026864,True,15
mlp-ablation-codex-3,codex,tabarena/QSAR_fish_toxicity,rmse,0.9516516961094347,0.9516516961094347,0.9893361149070327,3.809061271470836,True,15
mlp-ablation-codex-3,codex,tabarena/airfoil_self_noise,rmse,1.0630534552285003,1.0630534552285003,1.2110694673510904,12.22192583604126,True,15
mlp-ablation-codex-3,codex,tabarena/bank-marketing,roc_auc,0.7702729357645666,-0.7702729357645666,-0.772597928974865,-0.3009318460616896,False,15
mlp-ablation-codex-3,codex,tabarena/concrete_compressive_strength,rmse,5.055633673902677,5.055633673902677,4.857363320205275,-4.081851420762632,False,15
mlp-ablation-codex-3,codex,tabarena/credit_card_clients_default,roc_auc,0.789279849480182,-0.789279849480182,-0.7848946099670193,0.5587042460830485,True,15
mlp-ablation-codex-3,codex,tabarena/customer_satisfaction_in_airline,roc_auc,0.9942558889537226,-0.9942558889537226,-0.9940755362880551,0.018142752646440212,True,15
mlp-ablation-codex-3,codex,tabarena/diabetes,roc_auc,0.8248148148148149,-0.8248148148148149,-0.8109638554216868,1.7079626053032693,True,15
mlp-ablation-codex-3,codex,tabarena/healthcare_insurance_expenses,rmse,4229.99150135147,4229.99150135147,4315.395301874683,1.9790493002138727,True,15
mlp-ablation-codex-3,codex,tabarena/heloc,roc_auc,0.7976181027530758,-0.7976181027530758,-0.7952612444544058,0.2963627757677136,True,15
mlp-ablation-codex-3,codex,tabarena/in_vehicle_coupon_recommendation,roc_auc,0.8242962812953071,-0.8242962812953071,-0.8244837505838222,-0.022737778444068567,False,15
mlp-ablation-codex-3,codex,tabarena/jm1,roc_auc,0.7231640543507073,-0.7231640543507073,-0.7311169934048877,-1.0877792645938529,False,15
mlp-ablation-codex-3,codex,tabarena/kddcup09_appetency,roc_auc,0.8144708744953093,-0.8144708744953093,-0.814647705590487,-0.021706449789798302,False,15
mlp-ablation-codex-3,codex,tabarena/miami_housing,rmse,86902.25008369476,86902.25008369476,88228.98714354676,1.503742820591868,True,15
mlp-ablation-codex-3,codex,tabarena/online_shoppers_intention,roc_auc,0.9248475950124856,-0.9248475950124856,-0.9245351964699734,0.03378979445076641,True,15
mlp-ablation-codex-3,codex,tabarena/physiochemical_protein,rmse,3.5848060268655906,3.5848060268655906,3.5443040527268708,-1.1427341880434587,False,15
mlp-ablation-codex-3,codex,tabarena/polish_companies_bankruptcy,roc_auc,0.9340600744114439,-0.9340600744114439,-0.9227513524493767,1.2255437970422955,True,15
mlp-ablation-codex-3,codex,tabarena/qsar-biodeg,roc_auc,0.9218451329029465,-0.9218451329029465,-0.9140885538764861,0.8485588178044736,True,14
mlp-ablation-codex-3,codex,tabarena/splice,log_loss,0.09430561762316873,0.09430561762316873,0.11485724697975296,17.893193417919086,True,15
mlp-ablation-codex-3,codex,tabarena/taiwanese_bankruptcy_prediction,roc_auc,0.9353146533831467,-0.9353146533831467,-0.9366371938563719,-0.14120093478030557,False,15
mlp-ablation-codex-3,codex,tabarena/wine_quality,rmse,0.644140836294534,0.644140836294534,0.6746404008927277,4.520862456181797,True,15
mlp-ablation-codex-3,codex,tabred/cooking-time,rmse,0.48151957478351515,0.48151957478351515,0.48083656988617224,-0.14204512304556952,False,15
mlp-ablation-codex-3,codex,tabred/delivery-eta,rmse,0.5496458460663747,0.5496458460663747,0.5528911100966802,0.5869625991523149,True,15
mlp-ablation-codex-3,codex,tabred/ecom-offers,roc_auc,0.5999314740285198,-0.5999314740285198,-0.5966655160573497,0.547368313280586,True,15
mlp-ablation-codex-3,codex,tabred/homecredit-default,roc_auc,0.8615761958080692,-0.8615761958080692,-0.8587498886574522,0.3291187792799163,True,15
mlp-ablation-codex-3,codex,tabred/homesite-insurance,roc_auc,0.962139274699375,-0.962139274699375,-0.9599366860258388,0.22945145295518884,True,15
mlp-ablation-codex-3,codex,tabred/maps-routing,rmse,0.16171071901009923,0.16171071901009923,0.1617580105826493,0.029236000356164384,True,15
mlp-ablation-codex-3,codex,tabred/sberbank-housing,rmse,0.23640419985946573,0.23640419985946573,0.24055852033434738,1.726947966385745,True,15
mlp-ablation-codex-3,codex,tabred/weather,rmse,1.502228064076418,1.502228064076418,1.52121138850946,1.2479083825189168,True,15
mlp-ablation-codex-4,codex,black-friday,rmse,3467.1183789271863,3467.1183789271863,3472.8161929578873,0.16406897785880326,True,15
mlp-ablation-codex-4,codex,california,rmse,0.44965797484717235,0.44965797484717235,0.4535039941302183,0.8480673451227896,True,15
mlp-ablation-codex-4,codex,churn,accuracy,0.8601666666666666,-0.8601666666666666,-0.8611000000000001,-0.10838849533543753,False,15
mlp-ablation-codex-4,codex,diamond,rmse,518.4034403562049,518.4034403562049,525.7104401100161,1.3899285987704608,True,15
mlp-ablation-codex-4,codex,house,rmse,31487.223248502392,31487.223248502392,30996.873974200866,-1.5819313738206355,False,15
mlp-ablation-codex-4,codex,microsoft,rmse,0.7444616050026582,0.7444616050026582,0.7465393669974093,0.2783191465317972,True,15
mlp-ablation-codex-4,codex,tabarena/APSFailure,roc_auc,0.9927011411450865,-0.9927011411450865,-0.9921826999923364,0.0522525894428536,True,15
mlp-ablation-codex-4,codex,tabarena/Amazon_employee_access,roc_auc,0.8399902499705818,-0.8399902499705818,-0.8329680198625075,0.8430371803749991,True,15
mlp-ablation-codex-4,codex,tabarena/Another-Dataset-on-used-Fiat-500,rmse,723.0460943772989,723.0460943772989,738.2305336726607,2.0568695824351737,True,15
mlp-ablation-codex-4,codex,tabarena/Bioresponse,roc_auc,0.8430548905946208,-0.8430548905946208,-0.8530184078346984,-1.168030742193359,False,15
mlp-ablation-codex-4,codex,tabarena/Diabetes130US,roc_auc,0.6675283812647949,-0.6675283812647949,-0.6663411569488525,0.17817064180435194,True,15
mlp-ablation-codex-4,codex,tabarena/E-CommereShippingData,roc_auc,0.7397286467172549,-0.7397286467172549,-0.7406073717810057,-0.11864924617717505,False,15
mlp-ablation-codex-4,codex,tabarena/Food_Delivery_Time,rmse,7.500721725886456,7.500721725886456,7.6183763471775,1.5443529687875395,True,15
mlp-ablation-codex-4,codex,tabarena/GiveMeSomeCredit,roc_auc,0.8698427506546335,-0.8698427506546335,-0.870164148292668,-0.0369352884355352,False,15
mlp-ablation-codex-4,codex,tabarena/HR_Analytics_Job_Change_of_Data_Scientists,roc_auc,0.8078741730485273,-0.8078741730485273,-0.8091087171708914,-0.1525807467111216,False,15
mlp-ablation-codex-4,codex,tabarena/NATICUSdroid,roc_auc,0.9857463718768108,-0.9857463718768108,-0.9850543742624261,0.07024968696807192,True,15
mlp-ablation-codex-4,codex,tabarena/QSAR-TID-11,rmse,0.8679666974372072,0.8679666974372072,0.888506242316538,2.3116939309035662,True,15
mlp-ablation-codex-4,codex,tabarena/QSAR_fish_toxicity,rmse,0.9638849628206205,0.9638849628206205,0.9893361149070327,2.5725485709984177,True,15
mlp-ablation-codex-4,codex,tabarena/airfoil_self_noise,rmse,1.036265068701525,1.036265068701525,1.2110694673510904,14.433887019867337,True,15
mlp-ablation-codex-4,codex,tabarena/bank-marketing,roc_auc,0.7725042356427297,-0.7725042356427297,-0.772597928974865,-0.012127049351476798,False,15
mlp-ablation-codex-4,codex,tabarena/concrete_compressive_strength,rmse,4.370355159257002,4.370355159257002,4.857363320205275,10.026183524762393,True,15
mlp-ablation-codex-4,codex,tabarena/credit_card_clients_default,roc_auc,0.7863280682820479,-0.7863280682820479,-0.7848946099670193,0.18263067382878903,True,15
mlp-ablation-codex-4,codex,tabarena/customer_satisfaction_in_airline,roc_auc,0.9944170185114223,-0.9944170185114223,-0.9940755362880551,0.03435173796171262,True,15
mlp-ablation-codex-4,codex,tabarena/diabetes,roc_auc,0.8257385095939314,-0.8257385095939314,-0.8109638554216868,1.821863462035801,True,15
mlp-ablation-codex-4,codex,tabarena/healthcare_insurance_expenses,rmse,4392.676038849179,4392.676038849179,4315.395301874683,-1.7908147821573586,False,15
mlp-ablation-codex-4,codex,tabarena/heloc,roc_auc,0.795632225203311,-0.795632225203311,-0.7952612444544058,0.04664891587414078,True,15
mlp-ablation-codex-4,codex,tabarena/in_vehicle_coupon_recommendation,roc_auc,0.8244163905673779,-0.8244163905673779,-0.8244837505838222,-0.008169962888480592,False,15
mlp-ablation-codex-4,codex,tabarena/jm1,roc_auc,0.7272614304842979,-0.7272614304842979,-0.7311169934048877,-0.5273523875616669,False,15
mlp-ablation-codex-4,codex,tabarena/kddcup09_appetency,roc_auc,0.8208289643190885,-0.8208289643190885,-0.814647705590487,0.7587646397556619,True,15
mlp-ablation-codex-4,codex,tabarena/miami_housing,rmse,90662.49744045136,90662.49744045136,88228.98714354676,-2.7581754882273857,False,15
mlp-ablation-codex-4,codex,tabarena/online_shoppers_intention,roc_auc,0.9270728556790245,-0.9270728556790245,-0.9245351964699734,0.2744794593802738,True,15
mlp-ablation-codex-4,codex,tabarena/physiochemical_protein,rmse,3.491209919082296,3.491209919082296,3.5443040527268708,1.4980129485145564,True,15
mlp-ablation-codex-4,codex,tabarena/polish_companies_bankruptcy,roc_auc,0.9419280689374987,-0.9419280689374987,-0.9227513524493767,2.07821060757254,True,15
mlp-ablation-codex-4,codex,tabarena/qsar-biodeg,roc_auc,0.9190848871737535,-0.9190848871737535,-0.9140885538764861,0.5465918237438577,True,15
mlp-ablation-codex-4,codex,tabarena/splice,log_loss,0.09501456344154038,0.09501456344154038,0.11485724697975296,17.275952593318245,True,15
mlp-ablation-codex-4,codex,tabarena/taiwanese_bankruptcy_prediction,roc_auc,0.9370440016604399,-0.9370440016604399,-0.9366371938563719,0.0434328047974539,True,15
mlp-ablation-codex-4,codex,tabarena/wine_quality,rmse,0.6532347328964864,0.6532347328964864,0.6746404008927277,3.1729004026316785,True,15
mlp-ablation-codex-4,codex,tabred/cooking-time,rmse,0.4814122036698949,0.4814122036698949,0.48083656988617224,-0.11971505908107845,False,15
mlp-ablation-codex-4,codex,tabred/delivery-eta,rmse,0.5525089042389304,0.5525089042389304,0.5528911100966802,0.06912859526408487,True,15
mlp-ablation-codex-4,codex,tabred/ecom-offers,roc_auc,0.5953314270792626,-0.5953314270792626,-0.5966655160573497,-0.22359076269441203,False,15
mlp-ablation-codex-4,codex,tabred/homecredit-default,roc_auc,0.8597268418939387,-0.8597268418939387,-0.8587498886574522,0.1137645837734947,True,15
mlp-ablation-codex-4,codex,tabred/homesite-insurance,roc_auc,0.9615290738579915,-0.9615290738579915,-0.9599366860258388,0.1658846729512107,True,15
mlp-ablation-codex-4,codex,tabred/maps-routing,rmse,0.16132699117638571,0.16132699117638571,0.1617580105826493,0.26645938875673564,True,15
mlp-ablation-codex-4,codex,tabred/sberbank-housing,rmse,0.24246035924029263,0.24246035924029263,0.24055852033434738,-0.7905930346187386,False,15
mlp-ablation-codex-4,codex,tabred/weather,rmse,1.499909651610077,1.499909651610077,1.52121138850946,1.4003140563032022,True,15
